-2.215774587140593255e+01 -6.687308511965574098e+01
4.774618812176798599e+01 1.562885226671413932e+02
-8.230840145073372582e-01 -2.633662390462582881e+00
-1.054063171535069898e+00 -3.436710881812093721e+00
-4.993552801082229564e+01 -1.717192073189032158e+02
-3.947851226930999502e+01 -1.297448769144172900e+02
-1.829555435120163764e+01 -5.363427809143707492e+01
-3.952082194560901485e+00 -1.191689570039678614e+01
2.171012573364480147e+01 6.855534813579332365e+01
4.449845468907493284e+01 1.381979319810905054e+02
4.435021198583288538e+01 1.469272801599495040e+02
3.909333487337197255e+01 1.225726999969976987e+02
-3.232000842478262825e+01 -9.067261265487363175e+01
-4.178189255582368844e+01 -1.244375874934810469e+02
4.545632764540599169e+01 1.276880520223638058e+02
4.688218959861943347e+01 1.291784342042617766e+02
-6.913279513672165422e+00 -2.272344685730749703e+01
3.587994923783028867e+01 1.142577943683142792e+02
-8.313927370287345298e+00 -2.533537426983002305e+01
6.311760029011182382e+00 1.975823134250861912e+01
6.036418575206880632e+00 1.704732224769466598e+01
2.826245320661655569e+00 9.238163938019658517e+00
4.876110054673563354e+01 1.536255439074592744e+02
8.419291688654581662e+00 2.904523562254416902e+01
3.767718689282301625e+01 1.234463115226726160e+02
-4.312199597083687763e+01 -1.183770596918766671e+02
3.896304592527043553e+01 1.060469404144986214e+02
3.264566384386327513e+01 1.041412889999416080e+02
-6.854772329338274517e+00 -2.313747640306927167e+01
-3.883887812929935990e+01 -1.281024056042830068e+02
3.151387585450662243e+01 9.678184056704421323e+01
-2.005683638732694973e+01 -5.820199694482208486e+01
4.166385880300512667e+01 1.230101090821201240e+02
1.059789104305403384e+01 3.399776048181004739e+01
-8.025734874878509117e+00 -2.736187276603561358e+01
-1.856443786671491125e-03 -6.341248640366962432e-03
-4.639449630310168260e+01 -1.434163479908580143e+02
-1.688209759018669587e+01 -4.816963886315285492e+01
2.637488045489580202e+01 8.190510895699891591e+01
-3.572202178227689018e+01 -1.086664738018567675e+02
2.724604950248431123e+01 8.443636548650951568e+01
-2.051717705008767467e+01 -6.262235211378573752e+01
-2.566682741479664287e+01 -7.864080941253362766e+01
4.462840304511522049e+01 1.398527686794797091e+02
-3.202085154042822523e+01 -9.814254816596141495e+01
-4.595881351854247043e+01 -1.366823737101894096e+02
-3.004929722951084159e+01 -9.508510710688760525e+01
2.548278126548235889e+01 8.835782483422579503e+01
-2.404706734020820491e+01 -7.582963409210948669e+01
4.783485994588357926e+01 1.478639657411142991e+02
-1.061614129678986984e+01 -3.327470965385263924e+01
-3.462355207153954950e+01 -1.138553987807282510e+02
-2.447583110833168973e+01 -7.961864174793215909e+01
4.780857826412774614e+01 1.526476163880741126e+02
1.474673770937691586e+01 4.492757204807377747e+01
2.769485690182229121e+01 8.787190715592835488e+01
-3.050834893864216113e+01 -9.164317047113158310e+01
3.437319172298903425e+01 1.075241728538747026e+02
-4.985532194977801623e+01 -1.746691011359430945e+02
8.843295552768502432e+00 2.775940984128294176e+01
-2.667104305235128336e+01 -8.672178979016429423e+01
2.626748661651255645e+00 8.551876056603418874e+00
3.277739825103593319e+01 9.790855389790722541e+01
1.880226972566931920e+01 6.265636770779996567e+01
-4.530397726709666273e+01 -1.311781861227938748e+02
4.379051427706221489e+01 1.335854078454686658e+02
-2.511733500284416465e+01 -7.409626661656498925e+01
8.840215096314288701e+00 3.247511957287379403e+01
-4.943449319179288182e+01 -1.529119887163757312e+02
-8.867942530907683363e+00 -2.953508454449639586e+01
-2.690967903831364083e+00 -8.507844262932858115e+00
3.003065848568384411e+01 8.831787156826240448e+01
-4.959729773107394379e+01 -1.490446212750011341e+02
-3.604334316069554234e+00 -1.131022975439813649e+01
-2.211401576755086751e+00 -7.662828073900928239e+00
4.322605288032657711e+01 1.382543056821412790e+02
2.866449531330891887e+01 8.489717895389048863e+01
-4.905960423927354697e+01 -1.594857757934054234e+02
1.269746397470923682e+01 4.316494730312731321e+01
-4.487764629779303505e+01 -1.446997827464631712e+02
3.203307849629641169e+01 9.359421424344922968e+01
-1.085250483232137242e+00 -3.270822712534035670e+00
3.172611452074627891e+01 9.832830402582185059e+01
-3.562062747851479827e+01 -1.210263503050544500e+02
2.198231287872613393e+01 7.188665715872552653e+01
8.455171468477196584e+00 2.775770888644113654e+01
-3.921559185566422912e+01 -1.282968539727493749e+02
1.273478125675326567e+01 4.056587989997391475e+01
-4.910447755930924529e+00 -1.507779721729072264e+01
-1.860328157329993459e+01 -5.865426051378959471e+01
-2.435090039810924267e+01 -7.927281634505241925e+01
3.017151225315708984e+01 9.559363902096926324e+01
-3.599041510533970012e+01 -1.135425197509846242e+02
-1.081585384004888795e+00 -3.010416748745414761e+00
-2.348070015686869283e+01 -7.242950279917165801e+01
-2.437481665853110613e+01 -7.488444709425036194e+01
-1.892807679386682196e+01 -5.721088126559275366e+01
-2.769282176083351033e+00 -8.330195041855199989e+00
1.766065871457198000e+01 5.075824278467261763e+01
-4.058690670546916124e+00 -1.210502884259198808e+01
